"date","borough","community_district","count","borough_code","BoroCD"
2020-10-31,"Brooklyn",8,712,3,"308"
2020-10-31,"Brooklyn",9,561,3,"309"
2020-10-31,"Brooklyn",10,110,3,"310"
2020-10-31,"Brooklyn",11,171,3,"311"
2020-10-31,"Brooklyn",12,140,3,"312"
2020-10-31,"Brooklyn",13,399,3,"313"
2020-10-31,"Brooklyn",14,417,3,"314"
2020-10-31,"Brooklyn",15,137,3,"315"
2020-10-31,"Brooklyn",16,1464,3,"316"
2020-10-31,"Brooklyn",17,1094,3,"317"
2020-10-31,"Brooklyn",18,724,3,"318"
2020-10-31,"Brooklyn",55,1160,3,"355"
2020-10-31,"Brooklyn",56,1160,3,"356"
2020-10-31,"Manhattan",1,522,1,"101"
2020-10-31,"Manhattan",2,35,1,"102"
2020-10-31,"Manhattan",3,512,1,"103"
2020-10-31,"Manhattan",4,299,1,"104"
2020-10-31,"Manhattan",5,157,1,"105"
2020-10-31,"Manhattan",6,141,1,"106"
2020-10-31,"Manhattan",7,327,1,"107"
2020-10-31,"Manhattan",8,106,1,"108"
2020-10-31,"Manhattan",9,587,1,"109"
2020-10-31,"Manhattan",10,1294,1,"110"
2020-10-31,"Manhattan",11,1294,1,"111"
2020-10-31,"Manhattan",12,613,1,"112"
2020-10-31,"Manhattan",16,3236,1,"116"
2020-10-31,"Queens",1,702,4,"401"
2020-10-31,"Queens",2,346,4,"402"
2020-10-31,"Queens",3,289,4,"403"
2020-10-31,"Queens",4,194,4,"404"
2020-10-31,"Queens",5,179,4,"405"
2020-10-31,"Queens",6,79,4,"406"
2020-10-31,"Queens",7,195,4,"407"
2020-10-31,"Queens",8,284,4,"408"
2020-10-31,"Queens",9,275,4,"409"
2020-10-31,"Queens",10,247,4,"410"
2020-10-31,"Queens",11,20,4,"411"
2020-10-31,"Queens",12,1557,4,"412"
2020-10-31,"Queens",13,601,4,"413"
2020-10-31,"Queens",14,981,4,"414"
2020-10-31,"Queens",80,342.2,4,"480"
2020-10-31,"Queens",81,342.2,4,"481"
2020-10-31,"Queens",82,342.2,4,"482"
2020-10-31,"Queens",83,342.2,4,"483"
2020-10-31,"Queens",84,342.2,4,"484"
2020-10-31,"Staten Island",1,708,5,"501"
2020-10-31,"Staten Island",2,92,5,"502"
2020-10-31,"Staten Island",3,52,5,"503"
2020-10-31,"Staten Island",95,139,5,"595"
2020-11-30,"Bronx",1,1835,2,"201"
2020-11-30,"Bronx",2,890,2,"202"
2020-11-30,"Bronx",3,1784,2,"203"
2020-11-30,"Bronx",4,1908,2,"204"
2020-11-30,"Bronx",5,1784,2,"205"
2020-11-30,"Bronx",6,1475,2,"206"
2020-11-30,"Bronx",7,1183,2,"207"
2020-11-30,"Bronx",8,277,2,"208"
2020-11-30,"Bronx",9,1721,2,"209"
2020-11-30,"Bronx",10,470,2,"210"
2020-11-30,"Bronx",11,654,2,"211"
2020-11-30,"Bronx",12,1679,2,"212"
2020-11-30,"Bronx",26,1025,2,"226"
2020-11-30,"Bronx",27,1025,2,"227"
2020-11-30,"Bronx",28,1025,2,"228"
2020-11-30,"Brooklyn",1,338,3,"301"
2020-11-30,"Brooklyn",2,384,3,"302"
2020-11-30,"Brooklyn",3,1501,3,"303"
2020-11-30,"Brooklyn",4,572,3,"304"
2020-11-30,"Brooklyn",5,2042,3,"305"
2020-11-30,"Brooklyn",6,256,3,"306"
2020-11-30,"Brooklyn",7,178,3,"307"
2020-11-30,"Brooklyn",8,702,3,"308"
2020-11-30,"Brooklyn",9,566,3,"309"
2020-11-30,"Brooklyn",10,120,3,"310"
2020-11-30,"Brooklyn",11,175,3,"311"
2020-11-30,"Brooklyn",12,131,3,"312"
2020-11-30,"Brooklyn",13,410,3,"313"
2020-11-30,"Brooklyn",14,409,3,"314"
2020-11-30,"Brooklyn",15,137,3,"315"
2020-11-30,"Brooklyn",16,1466,3,"316"
2020-11-30,"Brooklyn",17,1049,3,"317"
2020-11-30,"Brooklyn",18,682,3,"318"
2020-11-30,"Brooklyn",55,1157.5,3,"355"
2020-11-30,"Brooklyn",56,1157.5,3,"356"
2020-11-30,"Manhattan",1,566,1,"101"
2020-11-30,"Manhattan",2,35,1,"102"
2020-11-30,"Manhattan",3,521,1,"103"
2020-11-30,"Manhattan",4,305,1,"104"
2020-11-30,"Manhattan",5,169,1,"105"
2020-11-30,"Manhattan",6,140,1,"106"
2020-11-30,"Manhattan",7,327,1,"107"
2020-11-30,"Manhattan",8,110,1,"108"
2020-11-30,"Manhattan",9,572,1,"109"
2020-11-30,"Manhattan",10,1278,1,"110"
2020-11-30,"Manhattan",11,1303,1,"111"
2020-11-30,"Manhattan",12,612,1,"112"
2020-11-30,"Manhattan",16,3290,1,"116"
2020-11-30,"Queens",1,683,4,"401"
2020-11-30,"Queens",2,341,4,"402"
2020-11-30,"Queens",3,280,4,"403"
2020-11-30,"Queens",4,188,4,"404"
2020-11-30,"Queens",5,189,4,"405"
2020-11-30,"Queens",6,80,4,"406"
2020-11-30,"Queens",7,204,4,"407"
2020-11-30,"Queens",8,276,4,"408"
2020-11-30,"Queens",9,272,4,"409"
2020-11-30,"Queens",10,232,4,"410"
2020-11-30,"Queens",11,21,4,"411"
2020-11-30,"Queens",12,1524,4,"412"
2020-11-30,"Queens",13,579,4,"413"
2020-11-30,"Queens",14,941,4,"414"
2020-11-30,"Queens",80,334.8,4,"480"
2020-11-30,"Queens",81,334.8,4,"481"
2020-11-30,"Queens",82,334.8,4,"482"
2020-11-30,"Queens",83,334.8,4,"483"
2020-11-30,"Queens",84,334.8,4,"484"
2020-11-30,"Staten Island",1,691,5,"501"
2020-11-30,"Staten Island",2,79,5,"502"
2020-11-30,"Staten Island",3,50,5,"503"
2020-11-30,"Staten Island",95,129,5,"595"
2020-12-31,"Bronx",1,1839,2,"201"
2020-12-31,"Bronx",2,887,2,"202"
2020-12-31,"Bronx",3,1712,2,"203"
2020-12-31,"Bronx",4,1832,2,"204"
2020-12-31,"Bronx",5,1773,2,"205"
2020-12-31,"Bronx",6,1441,2,"206"
2020-12-31,"Bronx",7,1156,2,"207"
2020-12-31,"Bronx",8,273,2,"208"
2020-12-31,"Bronx",9,1726,2,"209"
2020-12-31,"Bronx",10,436,2,"210"
2020-12-31,"Bronx",11,672,2,"211"
2020-12-31,"Bronx",12,1673,2,"212"
2020-12-31,"Bronx",26,1036.66666666667,2,"226"
2020-12-31,"Bronx",27,1036.66666666667,2,"227"
2020-12-31,"Bronx",28,1036.66666666667,2,"228"
2020-12-31,"Brooklyn",1,336,3,"301"
2020-12-31,"Brooklyn",2,381,3,"302"
2020-12-31,"Brooklyn",3,1449,3,"303"
2020-12-31,"Brooklyn",4,558,3,"304"
2020-12-31,"Brooklyn",5,1933,3,"305"
2020-12-31,"Brooklyn",6,244,3,"306"
2020-12-31,"Brooklyn",7,168,3,"307"
2020-12-31,"Brooklyn",8,671,3,"308"
2020-12-31,"Brooklyn",9,552,3,"309"
2020-12-31,"Brooklyn",10,117,3,"310"
2020-12-31,"Brooklyn",11,175,3,"311"
2020-12-31,"Brooklyn",12,143,3,"312"
2020-12-31,"Brooklyn",13,403,3,"313"
2020-12-31,"Brooklyn",14,419,3,"314"
2020-12-31,"Brooklyn",15,133,3,"315"
2020-12-31,"Brooklyn",16,1423,3,"316"
2020-12-31,"Brooklyn",17,1032,3,"317"
2020-12-31,"Brooklyn",18,692,3,"318"
2020-12-31,"Brooklyn",55,1134,3,"355"
2020-12-31,"Brooklyn",56,1134,3,"356"
2020-12-31,"Manhattan",1,563,1,"101"
2020-12-31,"Manhattan",2,44,1,"102"
2020-12-31,"Manhattan",3,527,1,"103"
2020-12-31,"Manhattan",4,296,1,"104"
2020-12-31,"Manhattan",5,168,1,"105"
2020-12-31,"Manhattan",6,147,1,"106"
2020-12-31,"Manhattan",7,311,1,"107"
2020-12-31,"Manhattan",8,108,1,"108"
2020-12-31,"Manhattan",9,554,1,"109"
2020-12-31,"Manhattan",10,1281,1,"110"
2020-12-31,"Manhattan",11,1277,1,"111"
2020-12-31,"Manhattan",12,635,1,"112"
2020-12-31,"Manhattan",16,3355,1,"116"
2020-12-31,"Queens",1,655,4,"401"
2020-12-31,"Queens",2,336,4,"402"
2020-12-31,"Queens",3,277,4,"403"
2020-12-31,"Queens",4,187,4,"404"
2020-12-31,"Queens",5,200,4,"405"
2020-12-31,"Queens",6,72,4,"406"
2020-12-31,"Queens",7,200,4,"407"
2020-12-31,"Queens",8,272,4,"408"
2020-12-31,"Queens",9,254,4,"409"
2020-12-31,"Queens",10,223,4,"410"
2020-12-31,"Queens",11,22,4,"411"
2020-12-31,"Queens",12,1500,4,"412"
2020-12-31,"Queens",13,549,4,"413"
2020-12-31,"Queens",14,927,4,"414"
2020-12-31,"Queens",80,326.2,4,"480"
2020-12-31,"Queens",81,326.2,4,"481"
2020-12-31,"Queens",82,326.2,4,"482"
2020-12-31,"Queens",83,326.2,4,"483"
2020-12-31,"Queens",84,326.2,4,"484"
2020-12-31,"Staten Island",1,666,5,"501"
2020-12-31,"Staten Island",2,73,5,"502"
2020-12-31,"Staten Island",3,50,5,"503"
2020-12-31,"Staten Island",95,144,5,"595"
2021-01-31,"Bronx",1,1838,2,"201"
2021-01-31,"Bronx",2,898,2,"202"
2021-01-31,"Bronx",3,1664,2,"203"
2021-01-31,"Bronx",4,1813,2,"204"
2021-01-31,"Bronx",5,1770,2,"205"
2021-01-31,"Bronx",6,1422,2,"206"
2021-01-31,"Bronx",7,1145,2,"207"
2021-01-31,"Bronx",8,264,2,"208"
2021-01-31,"Bronx",9,1661,2,"209"
2021-01-31,"Bronx",10,414,2,"210"
2021-01-31,"Bronx",11,646,2,"211"
2021-01-31,"Bronx",12,1600,2,"212"
2021-01-31,"Bronx",26,1066.66666666667,2,"226"
2021-01-31,"Bronx",27,1066.66666666667,2,"227"
2021-01-31,"Bronx",28,1066.66666666667,2,"228"
2021-01-31,"Brooklyn",1,341,3,"301"
2021-01-31,"Brooklyn",2,373,3,"302"
2021-01-31,"Brooklyn",3,1385,3,"303"
2021-01-31,"Brooklyn",4,577,3,"304"
2021-01-31,"Brooklyn",5,1924,3,"305"
2021-01-31,"Brooklyn",6,267,3,"306"
2021-01-31,"Brooklyn",7,181,3,"307"
2021-01-31,"Brooklyn",8,666,3,"308"
2021-01-31,"Brooklyn",9,533,3,"309"
2021-01-31,"Brooklyn",10,118,3,"310"
2021-01-31,"Brooklyn",11,169,3,"311"
2021-01-31,"Brooklyn",12,147,3,"312"
2021-01-31,"Brooklyn",13,378,3,"313"
2021-01-31,"Brooklyn",14,422,3,"314"
2021-01-31,"Brooklyn",15,134,3,"315"
2021-01-31,"Brooklyn",16,1379,3,"316"
2021-01-31,"Brooklyn",17,1021,3,"317"
2021-01-31,"Brooklyn",18,686,3,"318"
2021-01-31,"Brooklyn",55,1121.5,3,"355"
2021-01-31,"Brooklyn",56,1121.5,3,"356"
2021-01-31,"Manhattan",1,607,1,"101"
2021-01-31,"Manhattan",2,41,1,"102"
2021-01-31,"Manhattan",3,538,1,"103"
2021-01-31,"Manhattan",4,288,1,"104"
2021-01-31,"Manhattan",5,151,1,"105"
2021-01-31,"Manhattan",6,138,1,"106"
2021-01-31,"Manhattan",7,321,1,"107"
2021-01-31,"Manhattan",8,113,1,"108"
2021-01-31,"Manhattan",9,566,1,"109"
2021-01-31,"Manhattan",10,1291,1,"110"
2021-01-31,"Manhattan",11,1262,1,"111"
2021-01-31,"Manhattan",12,617,1,"112"
2021-01-31,"Manhattan",16,3431,1,"116"
2021-01-31,"Queens",1,667,4,"401"
2021-01-31,"Queens",2,322,4,"402"
2021-01-31,"Queens",3,283,4,"403"
2021-01-31,"Queens",4,198,4,"404"
2021-01-31,"Queens",5,195,4,"405"
2021-01-31,"Queens",6,66,4,"406"
2021-01-31,"Queens",7,199,4,"407"
2021-01-31,"Queens",8,270,4,"408"
2021-01-31,"Queens",9,273,4,"409"
2021-01-31,"Queens",10,231,4,"410"
2021-01-31,"Queens",11,26,4,"411"
2021-01-31,"Queens",12,1469,4,"412"
2021-01-31,"Queens",13,539,4,"413"
2021-01-31,"Queens",14,932,4,"414"
2021-01-31,"Queens",80,326.6,4,"480"
2021-01-31,"Queens",81,326.6,4,"481"
2021-01-31,"Queens",82,326.6,4,"482"
2021-01-31,"Queens",83,326.6,4,"483"
2021-01-31,"Queens",84,326.6,4,"484"
2021-01-31,"Staten Island",1,679,5,"501"
2021-01-31,"Staten Island",2,75,5,"502"
2021-01-31,"Staten Island",3,46,5,"503"
2021-01-31,"Staten Island",95,145,5,"595"
2021-02-28,"Bronx",1,1818,2,"201"
2021-02-28,"Bronx",2,875,2,"202"
2021-02-28,"Bronx",3,1653,2,"203"
2021-02-28,"Bronx",4,1811,2,"204"
2021-02-28,"Bronx",5,1738,2,"205"
2021-02-28,"Bronx",6,1359,2,"206"
2021-02-28,"Bronx",7,1125,2,"207"
2021-02-28,"Bronx",8,256,2,"208"
2021-02-28,"Bronx",9,1619,2,"209"
2021-02-28,"Bronx",10,408,2,"210"
2021-02-28,"Bronx",11,641,2,"211"
2021-02-28,"Bronx",12,1571,2,"212"
2021-02-28,"Bronx",26,1072,2,"226"
2021-02-28,"Bronx",27,1072,2,"227"
2021-02-28,"Bronx",28,1072,2,"228"
2021-02-28,"Brooklyn",1,340,3,"301"
2021-02-28,"Brooklyn",2,381,3,"302"
2021-02-28,"Brooklyn",3,1371,3,"303"
2021-02-28,"Brooklyn",4,565,3,"304"
2021-02-28,"Brooklyn",5,1871,3,"305"
2021-02-28,"Brooklyn",6,272,3,"306"
2021-02-28,"Brooklyn",7,189,3,"307"
2021-02-28,"Brooklyn",8,639,3,"308"
2021-02-28,"Brooklyn",9,546,3,"309"
2021-02-28,"Brooklyn",10,107,3,"310"
2021-02-28,"Brooklyn",11,174,3,"311"
2021-02-28,"Brooklyn",12,138,3,"312"
2021-02-28,"Brooklyn",13,393,3,"313"
2021-02-28,"Brooklyn",14,412,3,"314"
2021-02-28,"Brooklyn",15,134,3,"315"
2021-02-28,"Brooklyn",16,1384,3,"316"
2021-02-28,"Brooklyn",17,1014,3,"317"
2021-02-28,"Brooklyn",18,677,3,"318"
2021-02-28,"Brooklyn",55,1123,3,"355"
2021-02-28,"Brooklyn",56,1123,3,"356"
2021-02-28,"Manhattan",1,586,1,"101"
2021-02-28,"Manhattan",2,37,1,"102"
2021-02-28,"Manhattan",3,540,1,"103"
2021-02-28,"Manhattan",4,297,1,"104"
2021-02-28,"Manhattan",5,159,1,"105"
2021-02-28,"Manhattan",6,123,1,"106"
2021-02-28,"Manhattan",7,317,1,"107"
2021-02-28,"Manhattan",8,113,1,"108"
2021-02-28,"Manhattan",9,548,1,"109"
2021-02-28,"Manhattan",10,1254,1,"110"
2021-02-28,"Manhattan",11,1305,1,"111"
2021-02-28,"Manhattan",12,625,1,"112"
2021-02-28,"Manhattan",16,3413,1,"116"
2021-02-28,"Queens",1,663,4,"401"
2021-02-28,"Queens",2,310,4,"402"
2021-02-28,"Queens",3,271,4,"403"
2021-02-28,"Queens",4,187,4,"404"
2021-02-28,"Queens",5,198,4,"405"
2021-02-28,"Queens",6,59,4,"406"
2021-02-28,"Queens",7,199,4,"407"
2021-02-28,"Queens",8,261,4,"408"
2021-02-28,"Queens",9,273,4,"409"
2021-02-28,"Queens",10,219,4,"410"
2021-02-28,"Queens",11,20,4,"411"
2021-02-28,"Queens",12,1427,4,"412"
2021-02-28,"Queens",13,525,4,"413"
2021-02-28,"Queens",14,897,4,"414"
2021-02-28,"Queens",80,320.8,4,"480"
2021-02-28,"Queens",81,320.8,4,"481"
2021-02-28,"Queens",82,320.8,4,"482"
2021-02-28,"Queens",83,320.8,4,"483"
2021-02-28,"Queens",84,320.8,4,"484"
2021-02-28,"Staten Island",1,635,5,"501"
2021-02-28,"Staten Island",2,77,5,"502"
2021-02-28,"Staten Island",3,48,5,"503"
2021-02-28,"Staten Island",95,142,5,"595"
2021-03-31,"Bronx",1,1726,2,"201"
2021-03-31,"Bronx",2,845,2,"202"
2021-03-31,"Bronx",3,1636,2,"203"
2021-03-31,"Bronx",4,1767,2,"204"
2021-03-31,"Bronx",5,1666,2,"205"
2021-03-31,"Bronx",6,1347,2,"206"
2021-03-31,"Bronx",7,1084,2,"207"
2021-03-31,"Bronx",8,277,2,"208"
2021-03-31,"Bronx",9,1563,2,"209"
2021-03-31,"Bronx",10,384,2,"210"
2021-03-31,"Bronx",11,635,2,"211"
2021-03-31,"Bronx",12,1508,2,"212"
2021-03-31,"Bronx",26,1040.33333333333,2,"226"
2021-03-31,"Bronx",27,1040.33333333333,2,"227"
2021-03-31,"Bronx",28,1040.33333333333,2,"228"
2021-03-31,"Brooklyn",1,353,3,"301"
2021-03-31,"Brooklyn",2,369,3,"302"
2021-03-31,"Brooklyn",3,1384,3,"303"
2021-03-31,"Brooklyn",4,518,3,"304"
2021-03-31,"Brooklyn",5,1818,3,"305"
2021-03-31,"Brooklyn",6,279,3,"306"
2021-03-31,"Brooklyn",7,165,3,"307"
2021-03-31,"Brooklyn",8,638,3,"308"
2021-03-31,"Brooklyn",9,535,3,"309"
2021-03-31,"Brooklyn",10,102,3,"310"
2021-03-31,"Brooklyn",11,165,3,"311"
2021-03-31,"Brooklyn",12,134,3,"312"
2021-03-31,"Brooklyn",13,373,3,"313"
2021-03-31,"Brooklyn",14,397,3,"314"
2021-03-31,"Brooklyn",15,135,3,"315"
2021-03-31,"Brooklyn",16,1317,3,"316"
2021-03-31,"Brooklyn",17,976,3,"317"
2021-03-31,"Brooklyn",18,679,3,"318"
2021-03-31,"Brooklyn",55,1116.5,3,"355"
2021-03-31,"Brooklyn",56,1116.5,3,"356"
2021-03-31,"Manhattan",1,595,1,"101"
2021-03-31,"Manhattan",2,30,1,"102"
2021-03-31,"Manhattan",3,526,1,"103"
2021-03-31,"Manhattan",4,281,1,"104"
2021-03-31,"Manhattan",5,149,1,"105"
2021-03-31,"Manhattan",6,139,1,"106"
2021-03-31,"Manhattan",7,316,1,"107"
2021-03-31,"Manhattan",8,109,1,"108"
2021-03-31,"Manhattan",9,502,1,"109"
2021-03-31,"Manhattan",10,1210,1,"110"
2021-03-31,"Manhattan",11,1267,1,"111"
2021-03-31,"Manhattan",12,634,1,"112"
2021-03-31,"Manhattan",16,3380,1,"116"
2021-03-31,"Queens",1,666,4,"401"
2021-03-31,"Queens",2,301,4,"402"
2021-03-31,"Queens",3,245,4,"403"
2021-03-31,"Queens",4,181,4,"404"
2021-03-31,"Queens",5,193,4,"405"
2021-03-31,"Queens",6,58,4,"406"
2021-03-31,"Queens",7,207,4,"407"
2021-03-31,"Queens",8,245,4,"408"
2021-03-31,"Queens",9,262,4,"409"
2021-03-31,"Queens",10,221,4,"410"
2021-03-31,"Queens",11,17,4,"411"
2021-03-31,"Queens",12,1434,4,"412"
2021-03-31,"Queens",13,492,4,"413"
2021-03-31,"Queens",14,867,4,"414"
2021-03-31,"Queens",80,310.2,4,"480"
2021-03-31,"Queens",81,310.2,4,"481"
2021-03-31,"Queens",82,310.2,4,"482"
2021-03-31,"Queens",83,310.2,4,"483"
2021-03-31,"Queens",84,310.2,4,"484"
2021-03-31,"Staten Island",1,611,5,"501"
2021-03-31,"Staten Island",2,75,5,"502"
2021-03-31,"Staten Island",3,47,5,"503"
2021-03-31,"Staten Island",95,130,5,"595"
2021-04-30,"Bronx",1,1720,2,"201"
2021-04-30,"Bronx",2,823,2,"202"
2021-04-30,"Bronx",3,1629,2,"203"
2021-04-30,"Bronx",4,1678,2,"204"
2021-04-30,"Bronx",5,1584,2,"205"
2021-04-30,"Bronx",6,1293,2,"206"
2021-04-30,"Bronx",7,1044,2,"207"
2021-04-30,"Bronx",8,254,2,"208"
2021-04-30,"Bronx",9,1509,2,"209"
2021-04-30,"Bronx",10,376,2,"210"
2021-04-30,"Bronx",11,631,2,"211"
2021-04-30,"Bronx",12,1469,2,"212"
2021-04-30,"Bronx",26,1004.66666666667,2,"226"
2021-04-30,"Bronx",27,1004.66666666667,2,"227"
2021-04-30,"Bronx",28,1004.66666666667,2,"228"
2021-04-30,"Brooklyn",1,332,3,"301"
2021-04-30,"Brooklyn",2,350,3,"302"
2021-04-30,"Brooklyn",3,1355,3,"303"
2021-04-30,"Brooklyn",4,505,3,"304"
2021-04-30,"Brooklyn",5,1742,3,"305"
2021-04-30,"Brooklyn",6,264,3,"306"
2021-04-30,"Brooklyn",7,168,3,"307"
2021-04-30,"Brooklyn",8,621,3,"308"
2021-04-30,"Brooklyn",9,493,3,"309"
2021-04-30,"Brooklyn",10,94,3,"310"
2021-04-30,"Brooklyn",11,157,3,"311"
2021-04-30,"Brooklyn",12,149,3,"312"
2021-04-30,"Brooklyn",13,382,3,"313"
2021-04-30,"Brooklyn",14,392,3,"314"
2021-04-30,"Brooklyn",15,119,3,"315"
2021-04-30,"Brooklyn",16,1248,3,"316"
2021-04-30,"Brooklyn",17,952,3,"317"
2021-04-30,"Brooklyn",18,670,3,"318"
2021-04-30,"Brooklyn",55,1124.5,3,"355"
2021-04-30,"Brooklyn",56,1124.5,3,"356"
2021-04-30,"Manhattan",1,599,1,"101"
2021-04-30,"Manhattan",2,29,1,"102"
2021-04-30,"Manhattan",3,547,1,"103"
2021-04-30,"Manhattan",4,275,1,"104"
2021-04-30,"Manhattan",5,145,1,"105"
2021-04-30,"Manhattan",6,130,1,"106"
2021-04-30,"Manhattan",7,307,1,"107"
2021-04-30,"Manhattan",8,100,1,"108"
2021-04-30,"Manhattan",9,480,1,"109"
2021-04-30,"Manhattan",10,1146,1,"110"
2021-04-30,"Manhattan",11,1216,1,"111"
2021-04-30,"Manhattan",12,599,1,"112"
2021-04-30,"Manhattan",16,3320,1,"116"
2021-04-30,"Queens",1,636,4,"401"
2021-04-30,"Queens",2,291,4,"402"
2021-04-30,"Queens",3,246,4,"403"
2021-04-30,"Queens",4,184,4,"404"
2021-04-30,"Queens",5,181,4,"405"
2021-04-30,"Queens",6,54,4,"406"
2021-04-30,"Queens",7,194,4,"407"
2021-04-30,"Queens",8,247,4,"408"
2021-04-30,"Queens",9,273,4,"409"
2021-04-30,"Queens",10,208,4,"410"
2021-04-30,"Queens",11,19,4,"411"
2021-04-30,"Queens",12,1404,4,"412"
2021-04-30,"Queens",13,495,4,"413"
2021-04-30,"Queens",14,865,4,"414"
2021-04-30,"Queens",80,298.8,4,"480"
2021-04-30,"Queens",81,298.8,4,"481"
2021-04-30,"Queens",82,298.8,4,"482"
2021-04-30,"Queens",83,298.8,4,"483"
2021-04-30,"Queens",84,298.8,4,"484"
2021-04-30,"Staten Island",1,601,5,"501"
2021-04-30,"Staten Island",2,70,5,"502"
2021-04-30,"Staten Island",3,44,5,"503"
2021-04-30,"Staten Island",95,135,5,"595"
2021-05-31,"Bronx",1,1676,2,"201"
2021-05-31,"Bronx",2,775,2,"202"
2021-05-31,"Bronx",3,1576,2,"203"
2021-05-31,"Bronx",4,1665,2,"204"
2021-05-31,"Bronx",5,1593,2,"205"
2021-05-31,"Bronx",6,1274,2,"206"
2021-05-31,"Bronx",7,1033,2,"207"
2021-05-31,"Bronx",8,257,2,"208"
2021-05-31,"Bronx",9,1498,2,"209"
2021-05-31,"Bronx",10,357,2,"210"
2021-05-31,"Bronx",11,636,2,"211"
2021-05-31,"Bronx",12,1377,2,"212"
2021-05-31,"Bronx",26,966.333333333333,2,"226"
2021-05-31,"Bronx",27,966.333333333333,2,"227"
2021-05-31,"Bronx",28,966.333333333333,2,"228"
2021-05-31,"Brooklyn",1,341,3,"301"
2021-05-31,"Brooklyn",2,341,3,"302"
2021-05-31,"Brooklyn",3,1313,3,"303"
2021-05-31,"Brooklyn",4,513,3,"304"
2021-05-31,"Brooklyn",5,1678,3,"305"
2021-05-31,"Brooklyn",6,255,3,"306"
2021-05-31,"Brooklyn",7,164,3,"307"
2021-05-31,"Brooklyn",8,611,3,"308"
2021-05-31,"Brooklyn",9,473,3,"309"
2021-05-31,"Brooklyn",10,89,3,"310"
2021-05-31,"Brooklyn",11,162,3,"311"
2021-05-31,"Brooklyn",12,131,3,"312"
2021-05-31,"Brooklyn",13,404,3,"313"
2021-05-31,"Brooklyn",14,396,3,"314"
2021-05-31,"Brooklyn",15,120,3,"315"
2021-05-31,"Brooklyn",16,1250,3,"316"
2021-05-31,"Brooklyn",17,959,3,"317"
2021-05-31,"Brooklyn",18,626,3,"318"
2021-05-31,"Brooklyn",55,1083.5,3,"355"
2021-05-31,"Brooklyn",56,1083.5,3,"356"
2021-05-31,"Manhattan",1,534,1,"101"
2021-05-31,"Manhattan",2,26,1,"102"
2021-05-31,"Manhattan",3,549,1,"103"
2021-05-31,"Manhattan",4,267,1,"104"
2021-05-31,"Manhattan",5,141,1,"105"
2021-05-31,"Manhattan",6,129,1,"106"
2021-05-31,"Manhattan",7,287,1,"107"
2021-05-31,"Manhattan",8,86,1,"108"
2021-05-31,"Manhattan",9,489,1,"109"
